tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1091.83	Beaver Bay Complex				Ma	This study	GM-UPB-I-206
>>>>>>>>>>
tab	locations
location	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-438	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	252.3	6	0	0	0	-90	35	832	This study	hargrave 2020-01-19 14:07:50	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7321	u	4	273	Yiming Zhang		1.12e-06	4.26e-09	1.56e-09	8.08e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-439	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	253.1	-57.7	0	2.9999999999999997e-05	0	-90	36	826	This study	hargrave 2020-01-20 10:39:06	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7322	u	4	273	Yiming Zhang		2.09e-06	6.36e-09	9.220000000000001e-09	4.33e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-440	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	239.5	-59.4	0	2.9999999999999997e-05	0	-90	37	832	This study	hargrave 2020-01-20 14:53:16	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7323	u	4	273	Yiming Zhang		2.1e-06	3.1e-09	7.929999999999999e-09	7.3e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-441	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	248.4	-57.6	0	2.9999999999999997e-05	0	-90	38	835	This study	hargrave 2020-01-21 08:36:02	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7324	u	4	273	Yiming Zhang		2.11e-06	3.0099999999999997e-09	8.390000000000001e-09	9.07e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-442	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	240.4	-8.2	0	0	0	-90	39	835	This study	hargrave 2020-01-21 12:21:37	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7325	u	4	273	Yiming Zhang		1.04e-06	6.820000000000002e-09	2.14e-09	8.329999999999999e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-443	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	242.6	-2.5	0	0	0	-90	40	838	This study	hargrave 2020-01-21 15:26:30	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7326	u	4	273	Yiming Zhang		9.85e-07	5.05e-09	2.27e-09	7.7e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-444	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	241.5	-60.4	0	2.9999999999999997e-05	0	-90	41	832	This study	hargrave 2020-01-22 10:29:49	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7327	u	4	273	Yiming Zhang		1.87e-06	2.6600000000000003e-09	7.63e-09	8.120000000000001e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-445	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	246.6	-65.9	0	2.9999999999999997e-05	0	-90	42	838	This study	hargrave 2020-01-22 14:31:21	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7328	u	4	273	Yiming Zhang		2.37e-06	5.18e-09	1.02e-08	8.120000000000001e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-446	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	235.5	-76.3	0	2.9999999999999997e-05	0	-90	43	843	This study	hargrave 2020-01-23 11:53:46	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7329	u	4	273	Yiming Zhang		3.26e-06	1.14e-08	1.42e-08	8.86e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-447	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	238.9	-38.1	0	0	0	-90	44	843	This study	hargrave 2020-01-23 15:46:51	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7330	u	4	273	Yiming Zhang		9.29e-07	1.9699999999999996e-09	3.18e-09	5.689999999999999e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-448	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	240.1	-0.4	0	0	0	-90	45	848	This study	hargrave 2020-01-24 10:44:07	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7331	u	4	273	Yiming Zhang		5.72e-07	3.42e-09	1.57e-09	4.65e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-449	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.3	249.2	-77	0	2.9999999999999997e-05	0	-90	46	838	This study	hargrave 2020-01-24 14:36:12	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7332	u	4	273	Yiming Zhang		2.65e-06	9.48e-09	1.2099999999999999e-08	5.920000000000001e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-450	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	241.7	-82.1	0	2.9999999999999997e-05	0	-90	47	848	This study	hargrave 2020-01-25 14:13:06	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7333	u	4	273	Yiming Zhang		3.99e-06	1.7e-08	1.8700000000000002e-08	8.83e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-451	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	242.3	-86.2	0	2.9999999999999997e-05	0	-90	48	853	This study	hargrave 2020-01-26 12:15:36	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7334	u	4	273	Yiming Zhang		4.67e-06	2.06e-08	2.16e-08	6.17e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-452	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	239.9	-27.7	0	0	0	-90	49	853	This study	hargrave 2020-01-26 15:47:22	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7335	u	4	273	Yiming Zhang		3.3e-07	9.91e-10	1.07e-09	2.2399999999999997e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-453	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.5	245.1	-9.7	0	0	0	-90	50	858	This study	hargrave 2020-01-27 12:30:13	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7336	u	4	273	Yiming Zhang		2.56e-07	1.29e-09	6.3e-10	1.93e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-454	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	250.2	-86.1	0	2.9999999999999997e-05	0	-90	51	848	This study	hargrave 2020-01-28 08:24:07	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7337	u	4	273	Yiming Zhang		4.25e-06	1.88e-08	1.8999999999999998e-08	9.28e-09
BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-455	BD2-3b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-3b	0.4	225.1	-86.4	0	2.9999999999999997e-05	0	-90	52	858	This study	hargrave 2020-01-30 12:33:12	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7338	u	4	273	Yiming Zhang		4.71e-06	2.1e-08	2.14e-08	7.020000000000002e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-456	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	253.4	46.1	0	0	0	-90	0	273	This study	hargrave 2019-12-18 16:33:53	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7339	u	4	273	Yiming Zhang		2.35e-06	1.06e-08	6.74e-09	1.26e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-457	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	255.3	46.1	0	0	0	-90	1	373	This study	hargrave 2019-12-19 09:58:47	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7340	u	4	273	Yiming Zhang		2.32e-06	7.73e-09	9.13e-09	1.24e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-458	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	251.3	45.5	0	2.9999999999999997e-05	0	-90	2	373	This study	hargrave 2019-12-19 14:47:09	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7341	u	4	273	Yiming Zhang		2.3e-06	6.28e-09	9.8e-09	1.22e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-459	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	253.0	44.5	0	2.9999999999999997e-05	0	-90	3	473	This study	hargrave 2019-12-20 10:00:52	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7342	u	4	273	Yiming Zhang		2.18e-06	5.1900000000000005e-09	9.73e-09	1.2099999999999999e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-460	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	252.3	45.6	0	0	0	-90	4	473	This study	hargrave 2019-12-20 13:09:28	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7343	u	4	273	Yiming Zhang		2.21e-06	5.01e-09	9.39e-09	1.26e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-461	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	251.8	46.2	0	0	0	-90	5	573	This study	hargrave 2019-12-20 17:02:16	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7344	u	4	273	Yiming Zhang		1.82e-06	6.38e-09	7.859999999999999e-09	1.07e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-462	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	252.9	46.2	0	2.9999999999999997e-05	0	-90	6	373	This study	hargrave 2019-12-21 11:34:19	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7345	u	4	273	Yiming Zhang		1.81e-06	5.16e-09	7.879999999999998e-09	1.07e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-463	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	256.2	42.2	0	2.9999999999999997e-05	0	-90	7	573	This study	hargrave 2019-12-21 14:52:09	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7346	u	4	273	Yiming Zhang		1.69e-06	4.970000000000001e-09	5.620000000000001e-09	1.07e-08
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-464	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	251.6	17.8	0	2.9999999999999997e-05	0	-90	8	673	This study	hargrave 2019-12-22 12:06:14	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7347	u	4	273	Yiming Zhang		8.76e-07	2.0600000000000003e-09	3.0599999999999998e-09	7.23e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-465	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	250.6	43.5	0	0	0	-90	9	673	This study	hargrave 2019-12-22 14:44:17	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7348	u	4	273	Yiming Zhang		1.12e-06	1.9699999999999996e-09	5.03e-09	6.9e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-466	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	253.9	45.5	0	0	0	-90	10	698	This study	hargrave 2019-12-23 10:40:25	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7349	u	4	273	Yiming Zhang		1.02e-06	3.04e-09	4.7e-09	6.4e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-467	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	255.4	34	0	2.9999999999999997e-05	0	-90	11	573	This study	hargrave 2019-12-23 13:44:48	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7350	u	4	273	Yiming Zhang		8.729999999999998e-07	1.16e-09	4.07e-09	6.459999999999999e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-468	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	254.0	6.3	0	2.9999999999999997e-05	0	-90	12	698	This study	hargrave 2019-12-24 01:34:47	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7351	u	4	273	Yiming Zhang		7.2e-07	1.61e-09	2.8600000000000005e-09	6.3e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-469	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	252.0	0.2	0	2.9999999999999997e-05	0	-90	13	723	This study	hargrave 2019-12-24 11:36:04	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7352	u	4	273	Yiming Zhang		6.84e-07	2.1600000000000004e-09	1.87e-09	6.11e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-470	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	251.3	42.9	0	0	0	-90	14	723	This study	hargrave 2019-12-25 12:19:13	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7353	u	4	273	Yiming Zhang		9.03e-07	8.319999999999999e-10	4.13e-09	6.620000000000001e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-471	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	249.1	44.3	0	0	0	-90	15	748	This study	hargrave 2019-12-25 15:55:05	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7354	u	4	273	Yiming Zhang		8.76e-07	1.4400000000000002e-09	4.45e-09	6.48e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-472	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	253.1	-3.2	0	2.9999999999999997e-05	0	-90	16	698	This study	hargrave 2019-12-26 10:43:20	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7355	u	4	273	Yiming Zhang		6.55e-07	1.82e-09	2.2e-09	5.17e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-473	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	251.0	-14.8	0	2.9999999999999997e-05	0	-90	17	748	This study	hargrave 2019-12-26 14:42:01	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7356	u	4	273	Yiming Zhang		6.34e-07	1.59e-09	1.6399999999999995e-09	5.1200000000000005e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-474	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	256.6	-22.8	0	2.9999999999999997e-05	0	-90	18	773	This study	hargrave 2019-12-27 12:16:13	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7357	u	4	273	Yiming Zhang		6.33e-07	1.45e-09	2.48e-09	4.79e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-475	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	249.9	42.9	0	0	0	-90	19	773	This study	hargrave 2019-12-27 16:13:40	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7358	u	4	273	Yiming Zhang		7.540000000000002e-07	1.5e-09	3.560000000000001e-09	5.749999999999999e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-476	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	251.8	43.8	0	0	0	-90	20	793	This study	hargrave 2019-12-28 15:50:55	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7359	u	4	273	Yiming Zhang		7.079999999999998e-07	2.58e-09	3.03e-09	5.28e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-477	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	253.0	-30.9	0	2.9999999999999997e-05	0	-90	21	748	This study	hargrave 2019-12-29 14:25:14	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7360	u	4	273	Yiming Zhang		5.939999999999999e-07	1.95e-09	1.88e-09	3.6700000000000004e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-478	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.3	255.2	-44	0	2.9999999999999997e-05	0	-90	22	793	This study	hargrave 2019-12-30 10:48:25	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7361	u	4	273	Yiming Zhang		6.31e-07	1.1e-09	1.93e-09	2.8100000000000004e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-479	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	265.6	-47.9	0	2.9999999999999997e-05	0	-90	23	803	This study	hargrave 2019-12-30 14:40:54	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7362	u	4	273	Yiming Zhang		6.73e-07	1.8e-09	2.6600000000000003e-09	3.04e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-480	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	255.5	39	0	0	0	-90	24	803	This study	hargrave 2019-12-30 20:56:59	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7363	u	4	273	Yiming Zhang		6.18e-07	2.9399999999999998e-09	1.6e-09	4.220000000000001e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-481	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.5	251.2	41	0	0	0	-90	25	813	This study	hargrave 2020-01-01 10:00:55	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7364	u	4	273	Yiming Zhang		5.88e-07	2.6300000000000002e-09	1.9600000000000003e-09	3.84e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-482	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	264.6	-58.7	0	2.9999999999999997e-05	0	-90	26	793	This study	hargrave 2020-01-01 13:28:31	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7365	u	4	273	Yiming Zhang		7.629999999999998e-07	2.8800000000000004e-09	3.75e-09	3.03e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-483	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	265.9	-67.3	0	2.9999999999999997e-05	0	-90	27	813	This study	hargrave 2020-01-01 17:24:06	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7366	u	4	273	Yiming Zhang		9.95e-07	3.5399999999999998e-09	4.83e-09	3.5700000000000007e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-484	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	267.9	-74.4	0	2.9999999999999997e-05	0	-90	28	823	This study	hargrave 2020-01-02 12:54:33	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7367	u	4	273	Yiming Zhang		1.2e-06	5.28e-09	5.11e-09	3.3500000000000002e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-485	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	252.7	34.4	0	0	0	-90	29	823	This study	hargrave 2020-01-02 17:25:26	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7368	u	4	273	Yiming Zhang		4.24e-07	9.49e-10	9.04e-10	2.8100000000000004e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-486	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	248.2	37.8	0	0	0	-90	30	826	This study	hargrave 2020-01-03 11:01:10	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7369	u	4	273	Yiming Zhang		4.29e-07	1.4000000000000001e-09	1.22e-09	2.7699999999999997e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-487	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	266.2	-75.9	0	2.9999999999999997e-05	0	-90	31	813	This study	hargrave 2020-01-03 14:27:03	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7370	u	4	273	Yiming Zhang		1.17e-06	5.4e-09	5.0900000000000004e-09	2.8300000000000004e-09
BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-488	BD2-4b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-4b	0.4	274.7	-79.8	0	2.9999999999999997e-05	0	-90	32	826	This study	hargrave 2020-01-14 15:22:35	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	7371	u	4	273	Yiming Zhang		1.47e-06	6.820000000000002e-09	6.23e-09	2.7e-09
